t;z;y;vz;vy;az;ay
1.4670000000000001e-12;1.7948060119906926e-7;1.4852243117379334e-10;6.937210221049063e6;940.9752942289321;1.7025593741751812e14;1.408889070912814e11
1.4680000000000002e-12;1.8641781142011833e-7;1.494634064680223e-10;6.9372103913050005e6;940.9754351178392;1.5782017288677322e14;1.2653480088267825e11
1.4690000000000001e-12;1.9335502181142333e-7;1.5040438190314012e-10;6.937210549125173e6;940.9755616526401;1.4669875809335628e14;1.141120402784697e11
1.4700000000000002e-12;2.0029223236054852e-7;1.5134535746479276e-10;6.937210695823931e6;940.9756757646803;1.367127935136301e14;1.0330329019991599e11
1.471e-12;2.0722944305637245e-7;1.5228633314055745e-10;6.937210832536724e6;940.9757790679705;1.2771281339444653e14;9.385208858383054e10
1.4720000000000002e-12;2.1416665388890917e-7;1.532273089196254e-10;6.937210960249538e6;940.9758729200591;1.1957316018166581e14;8.55496092456846e10
1.473e-12;2.211038648491587e-7;1.5416828479254546e-10;6.937211079822698e6;940.9759584696684;1.1218757452254189e14;7.822462059166473e10
1.4740000000000002e-12;2.280410759289814e-7;1.5510926075101512e-10;6.937211192010272e6;940.976036694289;1.0546570966812545e14;7.173579669611234e10
1.475e-12;2.3497828712099168e-7;1.5605023678770942e-10;6.9372112974759815e6;940.9761084300857;9.933035528038164e13;6.596577773898551e10
1.4760000000000002e-12;2.4191549841846764e-7;1.569912128961395e-10;6.937211396806337e6;940.9761743958634;9.371521030950694e13;6.0816543915084496e10
1.477e-12;2.4885270981527396e-7;1.5793218907053535e-10;6.937211490521547e6;940.9762352124073;8.856308425169627e13;5.6205784446114e10
1.4780000000000002e-12;2.5578992130579554e-7;1.5887316530574777e-10;6.937211579084632e6;940.9762914181917;8.382443514238658e13;5.2064026889927246e10
1.479e-12;2.627271328848802e-7;1.5981414159716595e-10;6.937211662909067e6;940.9763434822187;7.945617412099731e13;4.8332351981727554e10
1.4800000000000002e-12;2.6966434454778926e-7;1.6075511794064817e-10;6.937211742365241e6;940.9763918145707;7.542068243203611e13;4.496056280580136e10
1.481e-12;2.766015562901545e-7;1.6169609433246273e-10;6.937211817785923e6;940.9764367751335;7.168499878856695e13;4.190570899817885e10
1.4820000000000001e-12;2.835387681079404e-7;1.6263707076923787e-10;6.937211889470922e6;940.9764786808425;6.822014417168862e13;3.9130890246778275e10
1.483e-12;2.9047597999741133e-7;1.635780472479187e-10;6.937211957691066e6;940.9765178117328;6.500055812969359e13;3.660428090809733e10
1.4840000000000001e-12;2.974131919551024e-7;1.6451902376573043e-10;6.937212022691624e6;940.9765544160138;6.200362601985436e13;3.4298330735315178e10
1.485e-12;3.04350403977794e-7;1.6546000032014644e-10;6.93721208469525e6;940.9765887143445;5.920928080339607e13;3.2189106676527843e10
1.4860000000000001e-12;3.1128761606248923e-7;1.6640097690886078e-10;6.93721214390453e6;940.9766209034512;5.65996662537463e13;3.025574828986517e10
1.487e-12;3.1822482820639376e-7;1.6734195352976423e-10;6.937212200504197e6;940.9766511591995;5.4158850987271195e13;2.8480015139671204e10
1.4880000000000001e-12;3.25162040406898e-7;1.6828293018092344e-10;6.937212254663047e6;940.9766796392146;5.187258473697034e13;2.6845909026379795e10
1.489e-12;3.32099252661561e-7;1.6922390686056265e-10;6.937212306535632e6;940.9767064851236;4.972808988525546e13;2.533935738684719e10
1.4900000000000001e-12;3.3903646496809665e-7;1.7016488356704779e-10;6.937212356263722e6;940.976731824481;4.7713882544542664e13;2.3947946922133926e10
1.4910000000000002e-12;3.459736773243604e-7;1.7110586029887228e-10;6.937212403977605e6;940.976755772428;4.5819618494449016e13;2.2660698645315105e10
1.4920000000000001e-12;3.52910889728338e-7;1.720468370546447e-10;6.937212449797223e6;940.9767784331266;4.403596010596341e13;2.1467877227386005e10
1.4930000000000002e-12;3.5984810217813524e-7;1.7298781383307783e-10;6.937212493833183e6;940.9767999010038;4.235446104772291e13;2.0360828856329094e10
1.494e-12;3.667853146719684e-7;1.7392879063297884e-10;6.937212536187644e6;940.9768202618327;4.076746610978096e13;1.9331842890129364e10
1.4950000000000002e-12;3.7372252720815607e-7;1.7486976745324068e-10;6.93721257695511e6;940.9768395936755;3.926802392118058e13;1.8374033437969536e10
1.496e-12;3.8065973978511116e-7;1.7581074429283435e-10;6.937212616223134e6;940.976857967709;3.784981069896724e13;1.7481237690344765e10
1.4970000000000002e-12;3.875969524013343e-7;1.7675172115080205e-10;6.937212654072945e6;940.9768754489467;3.650706346352588e13;1.6647928373436682e10
1.498e-12;3.945341650554072e-7;1.77692698026251e-10;6.937212690580009e6;940.9768920968751;3.523452140057699e13;1.5869138152973244e10
1.4990000000000002e-12;4.0147137774598724e-7;1.7863367491834788e-10;6.93721272581453e6;940.9769079660132;3.4027374253584668e13;1.5140394179197643e10
1.5e-12;4.0840859047180176e-7;1.795746518263139e-10;6.937212759841904e6;940.9769231064074;3.2881216799491867e13;1.4457661264110888e10
1.5010000000000002e-12;4.1534580323164365e-7;1.805156287494203e-10;6.937212792723121e6;940.9769375640686;3.1792008601851574e13;1.3817292427942333e10
1.502e-12;4.222830160243668e-7;1.8145660568698437e-10;6.937212824515129e6;940.9769513813611;3.075603835357999e13;1.3215985754201633e10
1.5030000000000002e-12;4.292202288488819e-7;1.8239758263836573e-10;6.937212855271168e6;940.9769645973469;2.976989222077803e13;1.2650746659907211e10
1.504e-12;4.361574417041531e-7;1.8333855960296308e-10;6.93721288504106e6;940.9769772480935;2.8830425682633547e13;1.2118854826234133e10
1.5050000000000002e-12;4.4309465458919413e-7;1.8427953658021118e-10;6.937212913871486e6;940.9769893669483;2.7934738433004844e13;1.1617835150135635e10
1.506e-12;4.5003186750306564e-7;1.8522051356957813e-10;6.937212941806224e6;940.9770009847834;2.7080151969078926e13;1.114543217369124e10
1.5070000000000001e-12;4.5696908044487186e-7;1.861614905705629e-10;6.937212968886376e6;940.9770121302156;2.626418954328322e13;1.0699587528428509e10
1.508e-12;4.6390629341375826e-7;1.871024675826931e-10;6.937212995150566e6;940.9770228298031;2.5484558197879816e13;1.0278419999414156e10
1.5090000000000001e-12;4.708435064089088e-7;1.880434446055229e-10;6.937213020635124e6;940.977033108223;2.4739132638595996e13;9.88020787075357e9
1.51e-12;4.777807194295439e-7;1.8898442163863114e-10;6.937213045374257e6;940.977042988431;2.4025940735248344e13;9.503373262102736e9
1.5110000000000001e-12;4.847179324749182e-7;1.8992539868161958e-10;6.937213069400197e6;940.9770524918042;2.3343150464431723e13;9.146468206376167e9
1.512e-12;4.916551455443183e-7;1.9086637573411138e-10;6.937213092743347e6;940.9770616382724;2.2689058132659336e13;8.808162253253363e9
1.5130000000000001e-12;4.985923586370616e-7;1.9180735279574967e-10;6.937213115432406e6;940.9770704464347;2.206207773843469e13;8.48723141235211e9
1.5140000000000002e-12;5.05529571752494e-7;1.927483298661961e-10;6.937213137494484e6;940.9770789336661;2.146073134909244e13;8.182548274880971e9
1.5150000000000001e-12;5.124667848899885e-7;1.9368930694512977e-10;6.9372131589552155e6;940.9770871162144;2.088364038326803e13;7.893073173893287e9
1.5160000000000002e-12;5.194039980489437e-7;1.94630284032246e-10;6.937213179838856e6;940.9770950092876;2.032951770288619e13;7.617846261511578e9
1.517e-12;5.263412112287826e-7;1.9557126112725528e-10;6.937213200168373e6;940.9771026271338;1.9797160429882516e13;7.355980397149252e9
1.5180000000000002e-12;5.33278424428951e-7;1.965122382298824e-10;6.937213219965533e6;940.9771099831142;1.928544341273329e13;7.106654754221885e9
1.519e-12;5.402156376489165e-7;1.974532153398655e-10;6.937213239250977e6;940.977117089769;1.879331327647153e13;6.869109064444221e9
1.5200000000000002e-12;5.471528508881675e-7;1.983941924569553e-10;6.937213258044289e6;940.977123958878;1.831978299738676e13;6.642638428829222e9
1.521e-12;5.540900641462118e-7;1.9933516958091416e-10;6.937213276364072e6;940.9771306015165;1.786392695018907e13;6.426588633174548e9
1.5220000000000002e-12;5.610272774225759e-7;2.0027614671151568e-10;6.937213294228e6;940.9771370281051;1.742487638119364e13;6.220351913337346e9
1.523e-12;5.679644907168039e-7;2.012171238485438e-10;6.937213311652876e6;940.977143248457;1.7001815266155219e13;6.023363122124847e9
1.5240000000000002e-12;5.749017040284567e-7;2.0215810099179226e-10;6.937213328654692e6;940.97714927182;1.6593976515847498e13;5.835096255307116e9
1.525e-12;5.818389173571114e-7;2.0309907814106407e-10;6.937213345248668e6;940.9771551069163;1.6200638496418715e13;5.655061299207987e9
1.5260000000000002e-12;5.887761307023601e-7;2.04040055296171e-10;6.937213361449307e6;940.9771607619775;1.5821121835029654e13;5.482801366651885e9
1.527e-12;5.957133440638094e-7;2.0498103245693297e-10;6.937213377270428e6;940.9771662447789;1.545478648435348e13;5.317890091823927e9
1.5280000000000002e-12;6.026505574410799e-7;2.0592200962317775e-10;6.937213392725215e6;940.977171562669;1.510102902223761e13;5.159929257911826e9
1.529e-12;6.095877708338051e-7;2.0686298679474043e-10;6.937213407826244e6;940.9771767225983;1.4759280165241725e13;5.008546634303574e9
1.5300000000000001e-12;6.165249842416313e-7;2.0780396397146303e-10;6.937213422585524e6;940.9771817311449;1.4429002476908756e13;4.863394002667943e9
1.531e-12;6.234621976642169e-7;2.0874494115319418e-10;6.937213437014526e6;940.9771865945389;1.4109688253532408e13;4.724145353492348e9
1.5320000000000001e-12;6.303994111012315e-7;2.0968591833978872e-10;6.937213451124214e6;940.9771913186843;1.3800857571882035e13;4.590495236633411e9
1.533e-12;6.373366245523557e-7;2.1062689553110741e-10;6.937213464925071e6;940.9771959091795;1.3502056484859668e13;4.462157251184345e9
1.5340000000000001e-12;6.442738380172807e-7;2.115678727270166e-10;6.937213478427128e6;940.9772003713367;1.321285535241576e13;4.338862661509156e9
1.535e-12;6.512110514957079e-7;2.1250884992738793e-10;6.937213491639983e6;940.9772047101994;1.29328472962586e13;4.2203591276622515e9
1.5360000000000001e-12;6.581482649873479e-7;2.1344982713209814e-10;6.93721350457283e6;940.9772089305585;1.2661646767974307e13;4.1064095396251783e9
1.5370000000000002e-12;6.650854784919208e-7;2.143908043410287e-10;6.937213517234477e6;940.977213036968;1.2398888221143787e13;3.9967909458690944e9
1.5380000000000001e-12;6.720226920091553e-7;2.1533178155406567e-10;6.937213529633366e6;940.977217033759;1.2144224878913045e13;3.8912935677087636e9
1.5390000000000002e-12;6.789599055387887e-7;2.1627275877109942e-10;6.93721354177759e6;940.9772209250525;1.1897327589254885e13;3.7897198917656407e9
1.5400000000000001e-12;6.858971190805663e-7;2.1721373599202446e-10;6.937213553674918e6;940.9772247147724;1.1657883760862959e13;3.6918838336166773e9
1.5410000000000002e-12;6.928343326342412e-7;2.1815471321673923e-10;6.937213565332801e6;940.9772284066563;1.142559637325189e13;3.5976099663825974e9
1.542e-12;6.997715461995741e-7;2.1909569044514588e-10;6.937213576758398e6;940.9772320042663;1.120018305520786e13;3.5067328086142793e9
1.5430000000000002e-12;7.067087597763324e-7;2.2003666767715015e-10;6.937213587958581e6;940.9772355109991;1.0981375226248736e13;3.4190961663768306e9
1.544e-12;7.13645973364291e-7;2.2097764491266115e-10;6.937213598939956e6;940.9772389300953;1.0768917296217729e13;3.334552524915136e9
1.5450000000000002e-12;7.20583186963231e-7;2.2191862215159125e-10;6.937213609708874e6;940.9772422646478;1.0562565918555041e13;3.252962485718807e9
1.546e-12;7.275204005729399e-7;2.228595993938559e-10;6.93721362027144e6;940.9772455176103;1.0362089293172543e13;3.1741942451939135e9
1.5470000000000002e-12;7.344576141932113e-7;2.238005766393735e-10;6.937213630633529e6;940.9772486918046;1.0167266515201064e13;3.098123111498711e9
1.548e-12;7.413948278238448e-7;2.2474155388806532e-10;6.9372136408007955e6;940.9772517899277;9.977886966192908e12;3.02463105641529e9
1.5490000000000002e-12;7.483320414646456e-7;2.2568253113985526e-10;6.937213650778683e6;940.9772548145587;9.793749744645566e12;2.953606299412138e9
1.55e-12;7.552692551154243e-7;2.2662350839466981e-10;6.937213660572433e6;940.977257768165;9.614663132970771e12;2.884942921307887e9
1.5510000000000002e-12;7.622064687759967e-7;2.2756448565243797e-10;6.937213670187096e6;940.9772606531079;9.440444098267438e12;2.818540505176669e9
1.552e-12;7.691436824461837e-7;2.2850546291309107e-10;6.9372136796275405e6;940.9772634716484;9.270917824470408e12;2.754303802343282e9
1.5530000000000001e-12;7.760808961258113e-7;2.2944644017656272e-10;6.937213688898458e6;940.9772662259521;9.10591727364152e12;2.6921424215042343e9
1.554e-12;7.830181098147097e-7;2.3038741744278866e-10;6.937213698004375e6;940.9772689180945;8.945282774346625e12;2.6319705391805825e9
1.5550000000000001e-12;7.899553235127141e-7;2.3132839471170675e-10;6.937213706949658e6;940.9772715500651;8.7888616352241455e12;2.573706629862322e9
1.556e-12;7.968925372196638e-7;2.3226937198325682e-10;6.937213715738519e6;940.9772741237717;8.636507781998463e12;2.517273214343504e9
1.5570000000000001e-12;8.038297509354023e-7;2.332103492573806e-10;6.937213724375027e6;940.9772766410449;8.488081416326525e12;2.462596624873703e9
1.558e-12;8.107669646597773e-7;2.341513265340216e-10;6.937213732863109e6;940.9772791036415;8.343448694989571e12;2.4096067858662233e9
1.5590000000000001e-12;8.177041783926405e-7;2.3509230381312527e-10;6.9372137412065575e6;940.9772815132483;8.202481428055105e12;2.358237009007809e9
1.5600000000000002e-12;8.24641392133847e-7;2.360332810946385e-10;6.937213749409039e6;940.9772838714853;8.06505679473787e12;2.3084238017094493e9
1.5610000000000001e-12;8.31578605883256e-7;2.3697425837850996e-10;6.937213757474096e6;940.977286179909;7.931057075783514e12;2.2601066879242034e9
1.5620000000000002e-12;8.385158196407301e-7;2.379152356646899e-10;6.937213765405153e6;940.9772884400157;7.800369401286041e12;2.2132280404366736e9
1.5630000000000001e-12;8.454530334061352e-7;2.388562129531299e-10;6.937213773205522e6;940.9772906532438;7.672885512930085e12;2.167732923800418e9
1.5640000000000002e-12;8.523902471793408e-7;2.397971902437832e-10;6.937213780878408e6;940.9772928209767;7.548501539722661e12;2.123568947165022e9
1.565e-12;8.593274609602192e-7;2.407381675366042e-10;6.93721378842691e6;940.9772949445456;7.4271177863468e12;2.0806861262943163e9
1.5660000000000002e-12;8.662646747486461e-7;2.416791448315487e-10;6.937213795854027e6;940.9772970252318;7.308638533331655e12;2.039036754131777e9
1.567e-12;8.732018885445001e-7;2.4262012212857395e-10;6.937213803162666e6;940.9772990642685;7.192971848291151e12;1.998575279319104e9
1.5680000000000002e-12;8.801391023476628e-7;2.435610994276382e-10;6.937213810355638e6;940.9773010628438;7.080029407535893e12;1.9592581921196027e9
1.569e-12;8.870763161580184e-7;2.4450207672870106e-10;6.937213817435668e6;940.977303022102;6.96972632741205e12;1.9210439172399104e9
1.5700000000000002e-12;8.940135299754541e-7;2.4544305403172315e-10;6.9372138244053945e6;940.9773049431459;6.861981004765647e12;1.883892713081864e9
1.571e-12;9.009507437998595e-7;2.463840313366663e-10;6.9372138312673755e6;940.9773068270387;6.756714965972409e12;1.8477665769915624e9
1.5720000000000002e-12;9.07887957631127e-7;2.4732500864349335e-10;6.93721383802409e6;940.9773086748053;6.653852724011501e12;1.8126291561048617e9
1.573e-12;9.148251714691511e-7;2.4826598595216813e-10;6.937213844677943e6;940.9773104874345;6.553321643097122e12;1.7784456634182727e9
1.5740000000000002e-12;9.21762385313829e-7;2.492069632626556e-10;6.937213851231265e6;940.9773122658801;6.45505181041459e12;1.7451827987413895e9
1.575e-12;9.286995991650603e-7;2.501479405749215e-10;6.937213857686317e6;940.9773140110628;6.358975914537933e12;1.7128086742120743e9
1.5760000000000002e-12;9.356368130227466e-7;2.5108891788893256e-10;6.937213864045292e6;940.9773157238715;6.265029130134253e12;1.6812927440786858e9
1.577e-12;9.425740268867918e-7;2.5202989520465643e-10;6.937213870310321e6;940.9773174051642;6.173149008585943e12;1.6506057384748054e9
1.5780000000000001e-12;9.495112407571022e-7;2.529708725220616e-10;6.93721387648347e6;940.97731905577;6.0832753741862705e12;1.6207196009315503e9
1.579e-12;9.564484546335856e-7;2.5391184984111735e-10;6.937213882566745e6;940.9773206764895;5.99535022558599e12;1.5916074293905227e9
1.5800000000000001e-12;9.633856685161523e-7;2.5485282716179385e-10;6.937213888562095e6;940.9773222680969;5.909317642189701e12;1.563243420497137e9
1.581e-12;9.703228824047143e-7;2.5579380448406196e-10;6.937213894471413e6;940.9773238313404;5.825123695219798e12;1.5356028169693818e9
1.5820000000000001e-12;9.772600962991856e-7;2.567347818078933e-10;6.937213900296537e6;940.9773253669432;5.742716363183895e12;1.5086618578512652e9
1.5830000000000002e-12;9.841973101994822e-7;2.576757591332602e-10;6.937213906039254e6;940.9773268756051;5.662045451498336e12;1.482397731473321e9
1.5840000000000001e-12;9.911345241055215e-7;2.586167364601358e-10;6.937213911701299e6;940.9773283580028;5.583062516035894e12;1.4567885309546487e9
1.5850000000000002e-12;9.980717380172227e-7;2.5955771378849384e-10;6.937213917284362e6;940.9773298147912;5.505720790380147e12;1.4318132120921662e9
1.5860000000000001e-12;1.0050089519345072e-6;2.604986911183086e-10;6.937213922790083e6;940.9773312466044;5.429975116582647e12;1.4074515534931705e9
1.5870000000000002e-12;1.0119461658572974e-6;2.614396684495552e-10;6.937213928220058e6;940.977332654056;5.355781879231402e12;1.3836841188168983e9
1.588e-12;1.0188833797855174e-6;2.6238064578220924e-10;6.93721393357584e6;940.9773340377401;5.283098942650913e12;1.3604922209996743e9
1.5890000000000002e-12;1.0258205937190933e-6;2.63321623116247e-10;6.937213938858938e6;940.9773353982323;5.211885591064948e12;1.337857888346523e9
1.59e-12;1.0327578076579524e-6;2.6426260045164524e-10;6.937213944070824e6;940.9773367360901;5.1421024715633545e12;1.3157638323797774e9
1.5910000000000002e-12;1.0396950216020232e-6;2.6520357778838136e-10;6.937213949212926e6;940.977338051854;5.073711539723797e12;1.2941934173423476e9
1.592e-12;1.0466322355512361e-6;2.661445551264332e-10;6.937213954286638e6;940.9773393460474;5.00667600774799e12;1.273130631259871e9
1.5930000000000002e-12;1.0535694495055228e-6;2.6708553246577924e-10;6.937213959293313e6;940.977340619178;4.940960294980589e12;1.2525600584722025e9
1.594e-12;1.060506663464816e-6;2.680265098063984e-10;6.937213964234274e6;940.9773418717381;4.876529980686282e12;1.232466853550299e9
1.5950000000000002e-12;1.0674438774290503e-6;2.689674871482701e-10;6.937213969110804e6;940.9773431042049;4.813351758968181e12;1.2128367165199537e9
1.596e-12;1.0743810913981611e-6;2.6990846449137433e-10;6.937213973924155e6;940.9773443170417;4.751393395717201e12;1.1936558693187382e9
1.5970000000000002e-12;1.0813183053720852e-6;2.7084944183569135e-10;6.937213978675549e6;940.9773455106975;4.690623687488598e12;1.1749110334171138e9
1.598e-12;1.0882555193507607e-6;2.7179041918120204e-10;6.937213983366173e6;940.9773466856086;4.631012422207561e12;1.156589408538952e9
1.5990000000000002e-12;1.0951927333341269e-6;2.7273139652788764e-10;6.937213987997185e6;940.977347842198;4.5725303416116455e12;1.1386786524207335e9
1.6e-12;1.102129947322124e-6;2.7367237387572985e-10;6.937213992569716e6;940.9773489808766;4.515149105342734e12;1.1211668615523694e9
1.6010000000000001e-12;1.1090671613146938e-6;2.746133512247107e-10;6.937213997084864e6;940.9773501020435;4.458841256606284e12;1.1040425528461e9
1.602e-12;1.1160043753117787e-6;2.755543285748128e-10;6.937214001543705e6;940.977351206086;4.403580189320193e12;1.0872946461831546e9
1.6030000000000001e-12;1.1229415893133224e-6;2.7649530592601887e-10;6.937214005947285e6;940.9773522933807;4.349340116679855e12;1.0709124477908727e9
1.604e-12;1.1298788033192696e-6;2.7743628327831224e-10;6.937214010296625e6;940.9773533642932;4.29609604107006e12;1.0548856344058311e9
1.6050000000000001e-12;1.1368160173295664e-6;2.7837726063167655e-10;6.937214014592721e6;940.9773544191788;4.243823725258229e12;1.0392042381811513e9
1.6060000000000002e-12;1.143753231344159e-6;2.793182379860957e-10;6.937214018836545e6;940.977355458383;4.1924996648069546e12;1.0238586322986352e9
1.6070000000000001e-12;1.1506904453629956e-6;2.802592153415541e-10;6.937214023029044e6;940.9773564822417;4.142101061647249e12;1.0088395172486827e9
1.6080000000000002e-12;1.1576276593860247e-6;2.8120019269803634e-10;6.937214027171145e6;940.9773574910812;4.092605798756986e12;9.941379077431008e8
1.6090000000000001e-12;1.1645648734131958e-6;2.821411700555274e-10;6.937214031263751e6;940.9773584852192;4.043992415892098e12;9.797451202279643e8
1.6100000000000002e-12;1.1715020874444596e-6;2.8308214741401263e-10;6.937214035307744e6;940.9773594649643;3.9962400863206987e12;9.656527609655286e8
1.6110000000000001e-12;1.1784393014797673e-6;2.840231247734776e-10;6.937214039303984e6;940.9773604306171;3.9493285945131494e12;9.518527146560291e8
1.6120000000000002e-12;1.1853765155190713e-6;2.849641021339082e-10;6.937214043253312e6;940.9773613824698;3.9032383147433525e12;9.383371335718125e8
1.613e-12;1.1923137295623246e-6;2.859050794952907e-10;6.93721404715655e6;940.977362320807;3.857950190559057e12;9.250984271778468e8
1.6140000000000002e-12;1.1992509436094812e-6;2.868460568576115e-10;6.9372140510145e6;940.9773632459054;3.8134457150810093e12;9.121292522140768e8
1.615e-12;1.2061881576604957e-6;2.877870342208574e-10;6.937214054827945e6;940.9773641580347;3.769706912092986e12;8.994225032165046e8
1.6160000000000002e-12;1.2131253717153237e-6;2.8872801158501544e-10;6.937214058597652e6;940.9773650574572;3.726716317886594e12;8.869713034551274e8
1.617e-12;1.2200625857739214e-6;2.896689889500729e-10;6.937214062324368e6;940.9773659444285;3.68445696382661e12;8.747689962680945e8
1.6180000000000002e-12;1.2269997998362459e-6;2.906099663160173e-10;6.937214066008826e6;940.9773668191974;3.64291235960435e12;8.628091367725666e8
1.619e-12;1.2339370139022547e-6;2.915509436828365e-10;6.937214069651738e6;940.9773676820065;3.6020664771482725e12;8.510854839338492e8
1.6200000000000002e-12;1.2408742279719064e-6;2.924919210505185e-10;6.937214073253804e6;940.977368533092;3.5619037351624043e12;8.395919929753398e8
1.621e-12;1.2478114420451601e-6;2.934328984190516e-10;6.937214076815708e6;940.9773693726839;3.5224089842648257e12;8.283228081128047e8
1.6220000000000002e-12;1.2547486561219758e-6;2.943738757884243e-10;6.937214080338117e6;940.9773702010067;3.4835674926997153e12;8.172722555973723e8
1.623e-12;1.261685870202314e-6;2.953148531586253e-10;6.937214083821684e6;940.977371018279;3.445364932597797e12;8.064348370524609e8
1.6240000000000001e-12;1.2686230842861357e-6;2.9625583052964354e-10;6.937214087267049e6;940.9773718247138;3.4077873667612593e12;7.958052230906556e8
1.625e-12;1.2755602983734027e-6;2.9719680790146825e-10;6.937214090674836e6;940.9773726205191;3.370821235950411e12;7.853782471972812e8
1.6260000000000001e-12;1.2824975124640776e-6;2.9813778527408875e-10;6.937214094045658e6;940.9773734058973;3.3344533466504e12;7.751488998681148e8
1.627e-12;1.2894347265581232e-6;2.9907876264749466e-10;6.937214097380111e6;940.9773741810462;3.298670859297393e12;7.651123229893417e8
1.6280000000000001e-12;1.2963719406555034e-6;3.000197400216757e-10;6.937214100678782e6;940.9773749461585;3.2634612769446123e12;7.55263804448475e8
1.629e-12;1.3033091547561821e-6;3.0096071739662187e-10;6.937214103942243e6;940.9773757014224;3.2288124343495225e12;7.455987729655406e8
1.6300000000000001e-12;1.3102463688601243e-6;3.019016947723233e-10;6.937214107171056e6;940.9773764470211;3.194712487464415e12;7.361127931343848e8
1.6310000000000002e-12;1.3171835829672953e-6;3.0284267214877035e-10;6.937214110365768e6;940.977377183134;3.1611499033134014e12;7.268015606644768e8
1.6320000000000001e-12;1.3241207970776612e-6;3.037836495259535e-10;6.937214113526918e6;940.9773779099355;3.128113450239691e12;7.176608978140692e8
1.6330000000000002e-12;1.3310580111911881e-6;3.047246269038634e-10;6.937214116655031e6;940.9773786275964;3.0955921885077275e12;7.086867490060422e8
1.6340000000000001e-12;1.3379952253078432e-6;3.05665604282491e-10;6.937214119750624e6;940.9773793362832;3.0635754612455303e12;6.998751766181933e8
1.6350000000000002e-12;1.3449324394275937e-6;3.0660658166182726e-10;6.937214122814199e6;940.9773800361584;3.032052885713226e12;6.912223569401532e8
1.636e-12;1.351869653550408e-6;3.0754755904186344e-10;6.937214125846252e6;940.9773807273807;3.0010143448844053e12;6.827245762894855e8
1.6370000000000002e-12;1.3588068676762542e-6;3.0848853642259083e-10;6.937214128847267e6;940.9773814101053;2.9704499793275874e12;6.743782272799122e8
1.638e-12;1.3657440818051015e-6;3.0942951380400095e-10;6.937214131817716e6;940.9773820844836;2.940350179375585e12;6.661798052349399e8
1.6390000000000002e-12;1.3726812959369193e-6;3.1037049118608544e-10;6.937214134758066e6;940.9773827506634;2.910705577571221e12;6.581259047405083e8
1.64e-12;1.3796185100716773e-6;3.113114685688361e-10;6.937214137668772e6;940.9773834087894;2.8815070413782407e12;6.502132163305758e8
1.6410000000000002e-12;1.386555724209346e-6;3.122524459522449e-10;6.937214140550279e6;940.9773840590026;2.8527456661468813e12;6.424385232998672e8
1.642e-12;1.3934929383498963e-6;3.131934233363039e-10;6.937214143403024e6;940.9773847014411;2.824412768323962e12;6.347986986382811e8
1.6430000000000002e-12;1.4004301524932994e-6;3.1413440072100535e-10;6.937214146227437e6;940.9773853362398;2.7964998788978296e12;6.272907020817213e8
1.644e-12;1.4073673666395269e-6;3.150753781063416e-10;6.937214149023937e6;940.9773859635304;2.7689987370689233e12;6.199115772743613e8
1.6450000000000002e-12;1.4143045807885509e-6;3.1601635549230513e-10;6.937214151792936e6;940.977386583442;2.7419012841371294e12;6.126584490376003e8
1.646e-12;1.4212417949403438e-6;3.169573328788886e-10;6.937214154534837e6;940.9773871961005;2.7151996575974707e12;6.0552852074118e8
1.6470000000000002e-12;1.4281790090948786e-6;3.178983102660847e-10;6.9372141572500365e6;940.977387801629;2.688886185436084e12;5.985190717721593e8
1.648e-12;1.4351162232521286e-6;3.1883928765388634e-10;6.937214159938923e6;940.977388400148;2.6629533806186973e12;5.916274550976264e8
1.6490000000000001e-12;1.4420534374120674e-6;3.197802650422865e-10;6.937214162601876e6;940.9773889917755;2.637393935764313e12;5.848510949172496e8
1.65e-12;1.4489906515746694e-6;3.2072124243127826e-10;6.93721416523927e6;940.9773895766266;2.612200717996911e12;5.781874844019128e8
1.6510000000000001e-12;1.4559278657399086e-6;3.216622198208549e-10;6.93721416785147e6;940.9773901548141;2.587366763968491e12;5.716341835148885e8
1.652e-12;1.46286507990776e-6;3.226031972110097e-10;6.937214170438837e6;940.9773907264482;2.5628852750469155e12;5.65188816912142e8
1.6530000000000001e-12;1.4698022940781989e-6;3.2354417460173615e-10;6.937214173001722e6;940.977391291637;2.5387496126623765e12;5.588490719185289e8
1.6540000000000002e-12;1.4767395082512007e-6;3.2448515199302777e-10;6.937214175540472e6;940.977391850486;2.514953293806512e12;5.526126965767854e8
1.6550000000000001e-12;1.4836767224267413e-6;3.2542612938487826e-10;6.937214178055426e6;940.9773924030987;2.491489986678505e12;5.464774977663654e8
1.6560000000000002e-12;1.4906139366047967e-6;3.2636710677728136e-10;6.937214180546916e6;940.9773929495763;2.468353506472677e12;5.404413393892944e8
1.6570000000000001e-12;1.4975511507853436e-6;3.273080841702309e-10;6.937214183015269e6;940.9773934900176;2.445537811302369e12;5.3450214062035227e8
1.6580000000000002e-12;1.5044883649683589e-6;3.282490615637209e-10;6.937214185460807e6;940.9773940245198;2.423036998255078e12;5.2865787421900874e8
1.659e-12;1.5114255791538197e-6;3.2919003895774545e-10;6.937214187883844e6;940.9773945531776;2.4008452995740425e12;5.2290656490064985e8
1.6600000000000002e-12;1.5183627933417034e-6;3.3013101635229865e-10;6.937214190284689e6;940.9773950760842;2.378957078961674e12;5.1724628776475036e8
