t;z;y;vz;vy;az;ay;KE;V
3.578e-15;-2.531276420575282e-8;2.00632541247478e-11;6.840306388816573e6;48.53959655068573;-5.069228751136839e19;3.002604790591806e16;1.5545908224293793e-13;1.1085259165029236e-14
3.579e-15;-2.5305923899364003e-8;2.006330266434435e-11;6.8402556965290615e6;48.56962259859165;-5.071353290976434e19;3.0044600545793776e16;1.5545677809256483e-13;1.1087563806731722e-14
3.5800000000000006e-15;-2.5299083643667474e-8;2.006335123396695e-11;6.840204982996152e6;48.59966719913744;-5.0734791594248995e19;3.006316826768335e16;1.554544729935969e-13;1.1089869397334503e-14
3.5810000000000004e-15;-2.529224343868448e-8;2.0063399833634147e-11;6.840154248204557e6;48.629730367405124;-5.075606357585534e19;3.00817510867151e16;1.5545216694545172e-13;1.1092175937420282e-14
3.582e-15;-2.5285403284436275e-8;2.0063448463364513e-11;6.840103492140981e6;48.659812118491836;-5.077734886562726e19;3.0100349017914012e16;1.5544985994754644e-13;1.1094483427572174e-14
3.583e-15;-2.5278563180944135e-8;2.006349712317663e-11;6.840052714792116e6;48.68991246750975;-5.07986474746205e19;3.0118962076416052e16;1.5544755199929772e-13;1.109679186837375e-14
3.584e-15;-2.5271723128229344e-8;2.0063545813089097e-11;6.840001916144641e6;48.720031429586165;-5.081995941390268e19;3.013759027737778e16;1.554452431001216e-13;1.1099101260409192e-14
3.5850000000000005e-15;-2.52648831263132e-8;2.0063594533120525e-11;6.839951096185227e6;48.75016901986354;-5.084128469455254e19;3.015623363589491e16;1.5544293324943392e-13;1.1101411604262903e-14
3.586e-15;-2.5258043175217015e-8;2.0063643283289545e-11;6.839900254900533e6;48.780325253499434;-5.08626233276601e19;3.0174892167165228e16;1.5544062244664986e-13;1.1103722900520079e-14
3.587e-15;-2.5251203274962116e-8;2.00636920636148e-11;6.839849392277205e6;48.8105001456666;-5.088397532432574e19;3.019356588633535e16;1.5543831069118408e-13;1.1106035149766359e-14
3.588e-15;-2.5244363425569838e-8;2.0063740874114944e-11;6.839798508301881e6;48.84069371155294;-5.090534069566423e19;3.0212254808633896e16;1.5543599798245085e-13;1.1108348352587349e-14
3.5890000000000005e-15;-2.5237523627061536e-8;2.0063789714808656e-11;6.839747602961185e6;48.87090596636157;-5.09267194527993e19;3.023095894929853e16;1.5543368431986398e-13;1.1110662509569902e-14
3.59e-15;-2.5230683879458574e-8;2.0063838585714622e-11;6.839696676241732e6;48.901136925310865;-5.094811160686677e19;3.0249678323513296e16;1.5543136970283675e-13;1.1112977621300783e-14
3.591e-15;-2.5223844182782333e-8;2.006388748685155e-11;6.839645728130125e6;48.93138660363438;-5.096951716901472e19;3.026841294655403e16;1.55429054130782e-13;1.1115293688367442e-14
3.592e-15;-2.5217004537054204e-8;2.0063936418238154e-11;6.839594758612957e6;48.961655016580934;-5.099093615040236e19;3.0287162833718284e16;1.554267376031121e-13;1.1117610711357751e-14
3.5930000000000006e-15;-2.521016494229559e-8;2.006398537989317e-11;6.839543767676806e6;48.99194217941465;-5.1012368562200265e19;3.030592800028293e16;1.5542442011923888e-13;1.111992869086026e-14
3.5940000000000004e-15;-2.5203325398527915e-8;2.0064034371835352e-11;6.839492755308243e6;49.02224810741493;-5.103381441559049e19;3.0324708461506944e16;1.5542210167857366e-13;1.1122247627463727e-14
3.595e-15;-2.5196485905772606e-8;2.006408339408346e-11;6.839441721493828e6;49.05257281587644;-5.105527372176735e19;3.0343504232776024e16;1.5541978228052748e-13;1.11245675217576e-14
3.596e-15;-2.5189646464051112e-8;2.0064132446656277e-11;6.839390666220106e6;49.08291632010921;-5.107674649193606e19;3.036231532940193e16;1.5541746192451063e-13;1.1126888374331502e-14
3.597e-15;-2.5182807073384892e-8;2.0064181529572595e-11;6.8393395894736145e6;49.11327863543862;-5.109823273731428e19;3.038114176676081e16;1.5541514060993312e-13;1.1129210185776056e-14
3.5980000000000005e-15;-2.5175967733795418e-8;2.006423064285123e-11;6.839288491240877e6;49.14365977720538;-5.11197324691294e19;3.039998356019934e16;1.5541281833620431e-13;1.1131532956681763e-14
3.599e-15;-2.5169128445304176e-8;2.006427978651101e-11;6.839237371508407e6;49.17405976076558;-5.11412456986233e19;3.0418840725166084e16;1.5541049510273328e-13;1.1133856687640144e-14
3.6e-15;-2.516228920793267e-8;2.006432896057077e-11;6.839186230262709e6;49.20447860149075;-5.1162772437047255e19;3.043771327704599e16;1.5540817090892852e-13;1.1136181379242865e-14
3.601e-15;-2.5155450021702407e-8;2.006437816504937e-11;6.839135067490272e6;49.234916314767794;-5.1184312695665345e19;3.0456601231263116e16;1.5540584575419803e-13;1.1138507032082119e-14
3.6020000000000005e-15;-2.5148610886634918e-8;2.0064427399965685e-11;6.839083883177577e6;49.26537291599906;-5.120586648575228e19;3.0475504603302908e16;1.5540351963794924e-13;1.1140833646750793e-14
3.603e-15;-2.514177180275174e-8;2.00644766653386e-11;6.839032677311091e6;49.29584842060236;-5.122743381859626e19;3.049442340859755e16;1.5540119255958924e-13;1.1143161223841955e-14
3.604e-15;-2.513493277007443e-8;2.0064525961187023e-11;6.838981449877272e6;49.32634284401096;-5.124901470549534e19;3.051335766265784e16;1.553988645185246e-13;1.114548976394946e-14
3.605e-15;-2.512809378862455e-8;2.006457528752987e-11;6.838930200862567e6;49.356856201673615;-5.127060915776055e19;3.053230738099097e16;1.5539653551416139e-13;1.1147819267667374e-14
3.606000000000001e-15;-2.512125485842369e-8;2.006462464438607e-11;6.838878930253409e6;49.38738850905461;-5.12922171867138e19;3.0551272579102796e16;1.5539420554590515e-13;1.1150149735590406e-14
3.6070000000000004e-15;-2.5114415979493438e-8;2.006467403177458e-11;6.838827638036222e6;49.41793978163371;-5.131383880368972e19;3.057025327255677e16;1.55391874613161e-13;1.1152481168313781e-14
3.608e-15;-2.51075771518554e-8;2.0064723449714362e-11;6.838776324197418e6;49.44851003490627;-5.133547402003325e19;3.0589249476919172e16;1.553895427153335e-13;1.1154813566433148e-14
3.609e-15;-2.5100738375531204e-8;2.0064772898224397e-11;6.838724988723398e6;49.47909928438319;-5.135712284710325e19;3.060826120774556e16;1.5538720985182685e-13;1.1157146930544607e-14
3.61e-15;-2.509389965054248e-8;2.0064822377323682e-11;6.838673631600551e6;49.509707545590935;-5.137878529626898e19;3.0627288480627788e16;1.5538487602204463e-13;1.1159481261244739e-14
3.6110000000000005e-15;-2.508706097691088e-8;2.0064871887031227e-11;6.838622252815255e6;49.540334834071565;-5.140046137891069e19;3.0646331311252604e16;1.5538254122538996e-13;1.1161816559130722e-14
3.612e-15;-2.5080222354658063e-8;2.0064921427366063e-11;6.838570852353876e6;49.57098116538282;-5.142215110642214e19;3.0665389715143896e16;1.5538020546126555e-13;1.1164152824800234e-14
3.613e-15;-2.5073383783805708e-8;2.006497099834723e-11;6.83851943020277e6;49.601646555097965;-5.144385449020875e19;3.0684463708052468e16;1.553778687290735e-13;1.1166490058851285e-14
3.614e-15;-2.5066545264375506e-8;2.0065020599993783e-11;6.83846798634828e6;49.63233101880602;-5.1465571541687206e19;3.0703553305609196e16;1.5537553102821552e-13;1.1168828261882452e-14
3.6150000000000006e-15;-2.5059706796389158e-8;2.0065070232324802e-11;6.838416520776738e6;49.66303457211163;-5.148730227228578e19;3.0722658523493924e16;1.5537319235809277e-13;1.1171167434492903e-14
3.616e-15;-2.505286837986838e-8;2.0065119895359373e-11;6.838365033474466e6;49.69375723063512;-5.150904669344569e19;3.074177937743373e16;1.5537085271810593e-13;1.1173507577282168e-14
3.617e-15;-2.5046030014834906e-8;2.0065169589116605e-11;6.8383135244277725e6;49.72449901001256;-5.153080481661872e19;3.0760915883170412e16;1.5536851210765522e-13;1.1175848690850276e-14
3.618e-15;-2.503919170131048e-8;2.0065219313615614e-11;6.838261993622956e6;49.75525992589573;-5.155257665326959e19;3.078006805642178e16;1.5536617052614035e-13;1.1178190775797808e-14
3.619000000000001e-15;-2.5032353439316856e-8;2.006526906887554e-11;6.838210441046302e6;49.78603999395215;-5.15743622148751e19;3.07992359129672e16;1.553638279729605e-13;1.1180533832725848e-14
3.6200000000000004e-15;-2.502551522887581e-8;2.0065318854915533e-11;6.838158866684088e6;49.81683922986512;-5.159616151292374e19;3.0818419468587824e16;1.5536148444751442e-13;1.1182877862235847e-14
3.621e-15;-2.5018677070009126e-8;2.006536867175476e-11;6.838107270522575e6;49.847657649333705;-5.161797455891501e19;3.083761873906055e16;1.5535913994920035e-13;1.118522286493002e-14
3.622e-15;-2.5011838962738605e-8;2.006541851941241e-11;6.838055652548016e6;49.87849526807277;-5.163980136436183e19;3.0856833740235424e16;1.5535679447741598e-13;1.1187568841410658e-14
3.623e-15;-2.5005000907086056e-8;2.006546839790768e-11;6.838004012746652e6;49.909352101813006;-5.16616419407886e19;3.087606448793992e16;1.5535444803155855e-13;1.1189915792280995e-14
3.6240000000000005e-15;-2.499816290307331e-8;2.006551830725978e-11;6.837952351104711e6;49.94022816630095;-5.168349629973135e19;3.0895310998067664e16;1.553521006110248e-13;1.1192263718144423e-14
3.625e-15;-2.4991324950722207e-8;2.0065568247487947e-11;6.837900667608411e6;49.97112347729902;-5.1705364452738605e19;3.091457328641346e16;1.5534975221521098e-13;1.1194612619605041e-14
3.626e-15;-2.49844870500546e-8;2.0065618218611424e-11;6.837848962243958e6;50.00203805058543;-5.172724641137029e19;3.0933851368965884e16;1.5534740284351288e-13;1.1196962497267285e-14
3.627e-15;-2.4977649201092356e-8;2.0065668220649474e-11;6.837797234997547e6;50.0329719019544;-5.1749142187199775e19;3.0953145261578164e16;1.553450524953257e-13;1.1199313351736271e-14
3.6280000000000006e-15;-2.4970811403857357e-8;2.0065718253621374e-11;6.83774548585536e6;50.063925047215974;-5.177105179181089e19;3.097245498023443e16;1.553427011700442e-13;1.1201665183617502e-14
3.6290000000000004e-15;-2.49639736583715e-8;2.006576831754642e-11;6.837693714803568e6;50.09489750219621;-5.179297523680039e19;3.099178054083064e16;1.5534034886706268e-13;1.1204017993516895e-14
3.63e-15;-2.4957135964656697e-8;2.0065818412443922e-11;6.837641921828331e6;50.12588928273704;-5.181491253377726e19;3.1011121959363732e16;1.5533799558577485e-13;1.1206371782040911e-14
3.631e-15;-2.495029832273487e-8;2.0065868538333205e-11;6.837590106915798e6;50.15690040469641;-5.183686369436211e19;3.1030479251831932e16;1.5533564132557402e-13;1.1208726549796716e-14
3.632000000000001e-15;-2.4943460732627954e-8;2.006591869523361e-11;6.837538270052103e6;50.18793088394824;-5.18588287301879e19;3.104985243423174e16;1.553332860858529e-13;1.1211082297391838e-14
3.6330000000000005e-15;-2.4936623194357903e-8;2.0065968883164494e-11;6.837486411223373e6;50.21898073638247;-5.188080765289971e19;3.1069241522596972e16;1.5533092986600379e-13;1.1213439025434047e-14
3.634e-15;-2.492978570794668e-8;2.006601910214523e-11;6.83743453041572e6;50.250049977905064;-5.190280047415553e19;3.1088646532955148e16;1.5532857266541837e-13;1.1215796734532045e-14
3.635e-15;-2.4922948273416264e-8;2.0066069352195207e-11;6.837382627615246e6;50.28113862443802;-5.192480720562391e19;3.110806748140364e16;1.55326214483488e-13;1.1218155425294755e-14
3.636e-15;-2.491611089078865e-8;2.0066119633333832e-11;6.83733070280804e6;50.31224669191943;-5.194682785898693e19;3.1127504384015244e16;1.5532385531960338e-13;1.1220515098331793e-14
3.6370000000000005e-15;-2.490927356008584e-8;2.0066169945580525e-11;6.8372787559801815e6;50.343374196303444;-5.196886244593859e19;3.114695725688161e16;1.553214951731548e-13;1.1222875754253087e-14
3.638e-15;-2.490243628132986e-8;2.0066220288954723e-11;6.8372267871177355e6;50.37452115356032;-5.1990910978185126e19;3.116642611613113e16;1.55319134043532e-13;1.1225237393668985e-14
3.639e-15;-2.4895599054542742e-8;2.0066270663475876e-11;6.837174796206757e6;50.40568757967645;-5.2012973467444445e19;3.118591097788648e16;1.5531677193012423e-13;1.1227600017190831e-14
3.64e-15;-2.4888761879746536e-8;2.0066321069163457e-11;6.83712278323329e6;50.43687349065434;-5.20350499254473e19;3.1205411858393956e16;1.553144088323202e-13;1.1229963625429988e-14
3.6410000000000006e-15;-2.48819247569633e-8;2.006637150603695e-11;6.837070748183364e6;50.46807890251274;-5.205714036393677e19;3.122492877373437e16;1.5531204474950821e-13;1.1232328218998453e-14
3.6420000000000004e-15;-2.4875087686215117e-8;2.0066421974115852e-11;6.837018691043e6;50.49930383128647;-5.207924479466828e19;3.1244461740150736e16;1.5530967968107598e-13;1.1234693798508795e-14
3.643e-15;-2.4868250667524075e-8;2.0066472473419683e-11;6.836966611798205e6;50.53054829302662;-5.2101363229408485e19;3.126401077386732e16;1.5530731362641076e-13;1.1237060364574007e-14
3.644e-15;-2.4861413700912276e-8;2.0066523003967977e-11;6.836914510434976e6;50.56181230380049;-5.212349567993785e19;3.12835758910814e16;1.5530494658489928e-13;1.1239427917807722e-14
3.645e-15;-2.485457678640184e-8;2.006657356578028e-11;6.836862386939296e6;50.59309587969157;-5.214564215804813e19;3.130315710809833e16;1.5530257855592768e-13;1.1241796458823822e-14
3.6460000000000005e-15;-2.48477399240149e-8;2.0066624158876158e-11;6.836810241297138e6;50.624399036799666;-5.216780267554439e19;3.132275444118346e16;1.553002095388818e-13;1.1244165988237053e-14
3.647e-15;-2.4840903113773604e-8;2.0066674783275195e-11;6.836758073494462e6;50.65572179124085;-5.2189977244242444e19;3.1342367906617364e16;1.5529783953314675e-13;1.124653650666243e-14
3.648e-15;-2.4834066355700108e-8;2.0066725438996986e-11;6.836705883517218e6;50.68706415914747;-5.22121658759725e19;3.136199752068894e16;1.552954685381073e-13;1.1248908014715421e-14
3.649e-15;-2.482722964981659e-8;2.0066776126061144e-11;6.8366536713513415e6;50.71842615666816;-5.223436858257583e19;3.138164329983556e16;1.5529309655314756e-13;1.1251280513012123e-14
3.6500000000000005e-15;-2.482039299614524e-8;2.00668268444873e-11;6.836601436982759e6;50.749807799967996;-5.2256585375906185e19;3.1401305260318284e16;1.5529072357765135e-13;1.1253654002169163e-14
3.651e-15;-2.4813556394708255e-8;2.00668775942951e-11;6.836549180397383e6;50.781209105228314;-5.227881626783101e19;3.1420983418515108e16;1.552883496110017e-13;1.125602848280372e-14
3.652e-15;-2.4806719845527857e-8;2.0066928375504205e-11;6.836496901581115e6;50.81263008864683;-5.230106127022787e19;3.1440677790860324e16;1.5528597465258135e-13;1.1258403955533251e-14
3.653e-15;-2.4799883348626277e-8;2.0066979188134294e-11;6.836444600519845e6;50.84407076643769;-5.232332039498883e19;3.1460388393717824e16;1.5528359870177247e-13;1.126078042097599e-14
3.6540000000000006e-15;-2.4793046904025758e-8;2.0067030032205062e-11;6.83639227719945e6;50.87553115483141;-5.23455936540177e19;3.148011524355848e16;1.5528122175795666e-13;1.1263157879750483e-14
3.6550000000000004e-15;-2.478621051174856e-8;2.0067080907736216e-11;6.836339931605796e6;50.90701127007497;-5.236788105923071e19;3.149985835681873e16;1.5527884382051509e-13;1.1265536332475857e-14
3.656e-15;-2.4779374171816954e-8;2.0067131814747487e-11;6.836287563724737e6;50.938511128431784;-5.239018262255635e19;3.1519617749996176e16;1.5527646488882834e-13;1.1267915779771843e-14
3.657e-15;-2.477253788425323e-8;2.0067182753258616e-11;6.836235173542114e6;50.97003074618178;-5.241249835593669e19;3.1539393439549884e16;1.5527408496227654e-13;1.1270296222258535e-14
3.658e-15;-2.476570164907969e-8;2.006723372328936e-11;6.836182761043758e6;51.00157013962133;-5.243482827132474e19;3.1559185441982412e16;1.5527170404023933e-13;1.127267766055668e-14
3.6590000000000005e-15;-2.4758865466318643e-8;2.0067284724859502e-11;6.836130326215487e6;51.033129325063314;-5.245717238068814e19;3.157899377385166e16;1.5526932212209574e-13;1.127506009528737e-14
3.66e-15;-2.475202933599243e-8;2.0067335757988826e-11;6.836077869043106e6;51.06470831883716;-5.247953069600466e19;3.159881845167623e16;1.5526693920722432e-13;1.1277443527072457e-14
3.661e-15;-2.4745193258123384e-8;2.0067386822697147e-11;6.83602538951241e6;51.09630713728884;-5.250190322926671e19;3.1618659492032656e16;1.5526455529500324e-13;1.1279827956533928e-14
3.662e-15;-2.473835723273387e-8;2.0067437919004283e-11;6.835972887609181e6;51.12792579678087;-5.2524289992477426e19;3.163851691156512e16;1.5526217038480987e-13;1.1282213384294763e-14
3.6630000000000006e-15;-2.473152125984626e-8;2.006748904693008e-11;6.835920363319188e6;51.159564313692435;-5.254669099765494e19;3.165839072680604e16;1.5525978447602136e-13;1.1284599810978139e-14
3.664e-15;-2.4724685339482944e-8;2.0067540206494392e-11;6.835867816628191e6;51.19122270441924;-5.25691062568276e19;3.167828095439998e16;1.5525739756801418e-13;1.128698723720766e-14
3.665e-15;-2.4717849471666315e-8;2.0067591397717095e-11;6.835815247521934e6;51.22290098537364;-5.25915357820383e19;3.1698187611037836e16;1.5525500966016434e-13;1.1289375663607816e-14
3.666e-15;-2.4711013656418793e-8;2.0067642620618082e-11;6.835762655986152e6;51.254599172984676;-5.261397958534113e19;3.1718110713333376e16;1.5525262075184725e-13;1.1291765090803353e-14
3.667000000000001e-15;-2.4704177893762806e-8;2.0067693875217254e-11;6.835710042006566e6;51.28631728369801;-5.263643767880369e19;3.173805027804974e16;1.5525023084243798e-13;1.1294155519419504e-14
3.6680000000000004e-15;-2.46973421837208e-8;2.0067745161534536e-11;6.8356574055688875e6;51.31805533397606;-5.26589100745062e19;3.1758006321801564e16;1.5524783993131084e-13;1.1296546950082224e-14
3.669e-15;-2.469050652631523e-8;2.006779647958987e-11;6.835604746658813e6;51.349813340297864;-5.268139678454147e19;3.1777978861365496e16;1.552454480178399e-13;1.1298939383417784e-14
3.67e-15;-2.4683670921568573e-8;2.006784782940321e-11;6.835552065262029e6;51.38159131915923;-5.270389782101526e19;3.1797967913500092e16;1.5524305510139845e-13;1.1301332820053085e-14
3.671e-15;-2.467683536950331e-8;2.006789921099453e-11;6.835499361364208e6;51.413389287072725;-5.2726413196045386e19;3.1817973494925184e16;1.5524066118135938e-13;1.1303727260615538e-14
3.6720000000000005e-15;-2.4669999870141947e-8;2.0067950624383815e-11;6.835446634951012e6;51.44520726056765;-5.274894292176309e19;3.1837995622463764e16;1.5523826625709507e-13;1.1306122705733012e-14
3.673e-15;-2.4663164423506994e-8;2.0068002069591075e-11;6.83539388600809e6;51.47704525619011;-5.277148701031192e19;3.185803431295369e16;1.5523587032797734e-13;1.1308519156033981e-14
3.674e-15;-2.4656329029620985e-8;2.0068053546636332e-11;6.83534111452108e6;51.50890329050306;-5.279404547384897e19;3.1878089583145572e16;1.5523347339337755e-13;1.1310916612147515e-14
3.675e-15;-2.4649493688506466e-8;2.0068105055539623e-11;6.835288320475606e6;51.54078138008621;-5.28166183245433e19;3.189816144996454e16;1.5523107545266654e-13;1.1313315074702847e-14
3.6760000000000006e-15;-2.464265840018599e-8;2.0068156596321005e-11;6.835235503857282e6;51.572679541536175;-5.283920557457701e19;3.191824993022375e16;1.5522867650521447e-13;1.1315714544330163e-14
3.677e-15;-2.4635823164682134e-8;2.0068208169000545e-11;6.835182664651708e6;51.6045977914664;-5.286180723614612e19;3.1938355040832612e16;1.5522627655039116e-13;1.1318115021659848e-14
3.678e-15;-2.4628987982017482e-8;2.0068259773598335e-11;6.835129802844471e6;51.63653614650723;-5.288442332145737e19;3.19584767986944e16;1.552238755875658e-13;1.1320516507323134e-14
3.679e-15;-2.4622152852214637e-8;2.006831141013448e-11;6.83507691842115e6;51.668494623305925;-5.290705384273161e19;3.1978615220728556e16;1.5522147361610716e-13;1.1322919001951556e-14
3.680000000000001e-15;-2.4615317775296216e-8;2.0068363078629104e-11;6.835024011367307e6;51.700473238526655;-5.292969881220382e19;3.1998770323894684e16;1.552190706353833e-13;1.1325322506177087e-14
3.6810000000000005e-15;-2.4608482751284848e-8;2.0068414779102343e-11;6.834971081668495e6;51.73247200885055;-5.295235824211942e19;3.2018942125171624e16;1.5521666664476204e-13;1.1327727020632433e-14
3.682e-15;-2.460164778020318e-8;2.0068466511574352e-11;6.834918129310253e6;51.76449095097572;-5.29750321447375e19;3.2039130641523708e16;1.5521426164361037e-13;1.133013254595073e-14
3.683e-15;-2.459481286207387e-8;2.0068518276065302e-11;6.834865154278108e6;51.79653008161724;-5.299772053233213e19;3.2059335889968788e16;1.5521185563129494e-13;1.1332539082765672e-14
3.684e-15;-2.458797799691959e-8;2.0068570072595384e-11;6.834812156557576e6;51.82858941750721;-5.3020423417187254e19;3.2079557887552372e16;1.5520944860718185e-13;1.1334946631711492e-14
3.6850000000000005e-15;-2.458114318476303e-8;2.00686219011848e-11;6.834759136134159e6;51.86066897539476;-5.304314081160174e19;3.2099796651286016e16;1.5520704057063664e-13;1.1337355193422924e-14
3.686e-15;-2.4574308425626897e-8;2.0068673761853776e-11;6.834706092993347e6;51.89276877204605;-5.306587272788711e19;3.2120052198299616e16;1.5520463152102432e-13;1.133976476853513e-14
3.687e-15;-2.4567473719533905e-8;2.0068725654622548e-11;6.834653027120619e6;51.92488882424435;-5.30886191783679e19;3.2140324545655996e16;1.5520222145770935e-13;1.1342175357683881e-14
3.688e-15;-2.4560639066506785e-8;2.0068777579511373e-11;6.834599938501441e6;51.957029148790006;-5.311138017538066e19;3.2160613710409284e16;1.5519981038005575e-13;1.1344586961505724e-14
3.6890000000000006e-15;-2.4553804466568283e-8;2.006882953654052e-11;6.834546827121265e6;51.989189762500416;-5.3134155731276235e19;3.2180919709739976e16;1.5519739828742692e-13;1.1346999580637295e-14
3.6900000000000004e-15;-2.4546969919741162e-8;2.0068881525730282e-11;6.834493692965534e6;52.021370682210154;-5.315694585841824e19;3.220124256083149e16;1.551949851791858e-13;1.1349413215716015e-14
3.691e-15;-2.4540135426048196e-8;2.0068933547100966e-11;6.834440536019675e6;52.053571924770985;-5.317975056918288e19;3.222158228079637e16;1.5519257105469473e-13;1.1351827867379907e-14
3.692e-15;-2.4533300985512175e-8;2.006898560067289e-11;6.834387356269106e6;52.08579350705178;-5.320256987596019e19;3.2241938886876524e16;1.5519015591331554e-13;1.1354243536267235e-14
3.693000000000001e-15;-2.4526466598155907e-8;2.0069037686466396e-11;6.83433415369923e6;52.11803544593866;-5.322540379115228e19;3.2262312396225268e16;1.5518773975440957e-13;1.1356660223017016e-14
3.6940000000000005e-15;-2.451963226400221e-8;2.0069089804501843e-11;6.834280928295439e6;52.15029775833489;-5.324825232717536e19;3.228270282615454e16;1.551853225773376e-13;1.135907792826884e-14
3.695e-15;-2.4512797983073914e-8;2.00691419547996e-11;6.834227680043112e6;52.18258046116104;-5.327111549645819e19;3.230311019386821e16;1.5518290438145987e-13;1.1361496652662712e-14
3.696e-15;-2.450596375539387e-8;2.0069194137380064e-11;6.834174408927615e6;52.2148835713549;-5.3293993311443034e19;3.232353451664648e16;1.5518048516613603e-13;1.1363916396839186e-14
3.697e-15;-2.4499129580984942e-8;2.0069246352263636e-11;6.834121114934304e6;52.24720710587155;-5.3316885784584946e19;3.2343975811812856e16;1.551780649307254e-13;1.136633716143935e-14
3.6980000000000005e-15;-2.449229545987001e-8;2.006929859947074e-11;6.8340677980485195e6;52.279551081683366;-5.333979292835262e19;3.2364434096607464e16;1.5517564367458652e-13;1.1368758947104851e-14
3.699e-15;-2.4485461392071962e-8;2.0069350879021822e-11;6.834014458255591e6;52.31191551577997;-5.3362714755227386e19;3.2384909388451852e16;1.5517322139707752e-13;1.1371181754477909e-14
3.7e-15;-2.4478627377613707e-8;2.0069403190937338e-11;6.8339610955408355e6;52.34430042516843;-5.338565127770472e19;3.2405401704649056e16;1.5517079809755595e-13;1.1373605584201273e-14
3.701e-15;-2.4471793416518168e-8;2.0069455535237762e-11;6.833907709889558e6;52.37670582687308;-5.340860250829201e19;3.242591106263882e16;1.551683737753789e-13;1.1376030436918116e-14
3.7020000000000006e-15;-2.446495950880828e-8;2.0069507911943588e-11;6.833854301287049e6;52.409131737935716;-5.343156845951106e19;3.244643747975054e16;1.551659484299028e-13;1.1378456313272062e-14
3.7030000000000004e-15;-2.445812565450699e-8;2.0069560321075327e-11;6.83380086971859e6;52.441578175415465;-5.345454914389595e19;3.2466980973448256e16;1.5516352206048365e-13;1.1380883213907761e-14
3.704e-15;-2.445129185363727e-8;2.0069612762653504e-11;6.833747415169446e6;52.47404515638891;-5.3477544573994975e19;3.248754156117557e16;1.5516109466647688e-13;1.1383311139469961e-14
3.705e-15;-2.44444581062221e-8;2.0069665236698662e-11;6.833693937624872e6;52.506532697950085;-5.350055476236968e19;3.250811926036676e16;1.5515866624723743e-13;1.1385740090603885e-14
3.706e-15;-2.4437624412284475e-8;2.006971774323136e-11;6.833640437070109e6;52.53904081721045;-5.352357972159367e19;3.2528714088520904e16;1.5515623680211954e-13;1.138817006795564e-14
3.7070000000000005e-15;-2.4430790771847406e-8;2.0069770282272177e-11;6.833586913490388e6;52.57156953129897;-5.354661946425515e19;3.2549326063130064e16;1.5515380633047714e-13;1.1390601072171737e-14
3.708e-15;-2.4423957184933915e-8;2.006982285384171e-11;6.833533366870923e6;52.6041188573621;-5.356967400295602e19;3.2569955201720116e16;1.5515137483166335e-13;1.1393033103899121e-14
3.709e-15;-2.4417123651567044e-8;2.0069875457960566e-11;6.83347979719692e6;52.636688812563825;-5.359274335030981e19;3.2590601521884156e16;1.5514894230503103e-13;1.1395466163785342e-14
3.71e-15;-2.4410290171769846e-8;2.0069928094649378e-11;6.83342620445357e6;52.66927941408571;-5.361582751894525e19;3.2611265041112264e16;1.5514650874993232e-13;1.1397900252478516e-14
3.7110000000000005e-15;-2.440345674556539e-8;2.0069980763928793e-11;6.833372588626051e6;52.70189067912682;-5.363892652150283e19;3.2631945777039224e16;1.5514407416571887e-13;1.1400335370627296e-14
3.712e-15;-2.4396623372976766e-8;2.007003346581947e-11;6.833318949699529e6;52.73452262490386;-5.366204037063814e19;3.265264374724907e16;1.5514163855174174e-13;1.140277151888087e-14
3.713e-15;-2.4389790054027068e-8;2.0070086200342094e-11;6.833265287659159e6;52.76717526865111;-5.3685169079019086e19;3.267335896938833e16;1.5513920190735157e-13;1.1405208697888918e-14
3.714e-15;-2.438295678873941e-8;2.007013896751736e-11;6.83321160249008e6;52.7998486276205;-5.370831265932731e19;3.2694091461135544e16;1.5513676423189828e-13;1.1407646908301762e-14
3.715000000000001e-15;-2.437612357713692e-8;2.007019176736599e-11;6.83315789417742e6;52.83254271908164;-5.373147112425741e19;3.2714841240122532e16;1.5513432552473146e-13;1.1410086150770265e-14
3.7160000000000004e-15;-2.436929041924274e-8;2.0070244599908707e-11;6.833104162706296e6;52.86525756032176;-5.375464448651891e19;3.2735608324047964e16;1.5513188578519993e-13;1.1412526425945712e-14
3.717e-15;-2.4362457315080034e-8;2.0070297465166266e-11;6.83305040806181e6;52.897993168645804;-5.377783275883356e19;3.2756392730643652e16;1.5512944501265215e-13;1.141496773448002e-14
3.718e-15;-2.435562426467197e-8;2.0070350363159434e-11;6.832996630229051e6;52.93074956137645;-5.380103595393668e19;3.2777194477652564e16;1.5512700320643594e-13;1.1417410077025656e-14
3.719e-15;-2.434879126804174e-8;2.0070403293908996e-11;6.832942829193098e6;52.963526755854105;-5.382425408457816e19;3.2798013582767384e16;1.551245603658986e-13;1.1419853454235612e-14
3.7200000000000005e-15;-2.4341958325212547e-8;2.007045625743575e-11;6.832889004939013e6;52.996324769436875;-5.384748716351954e19;3.2818850063846896e16;1.551221164903868e-13;1.1422297866763444e-14
3.721e-15;-2.4335125436207607e-8;2.007050925376052e-11;6.832835157451849e6;53.02914361950072;-5.3870735203538e19;3.2839703938667596e16;1.551196715792468e-13;1.1424743315263281e-14
3.722e-15;-2.4328292601050154e-8;2.007056228290414e-11;6.832781286716646e6;53.06198332343939;-5.389399821742344e19;3.286057522501497e16;1.551172256318242e-13;1.1427189800389701e-14
