b;a
1.2937735470941883e-11;0.7278754845974466
1.2897835671342685e-11;0.6622479259732251
1.2857935871743487e-11;0.5947595359391186
1.2818036072144289e-11;0.5255577794102161
1.2778136272545089e-11;0.454810066922077
1.2738236472945891e-11;0.38269895976304574
1.2698336673346693e-11;0.30941819101507695
1.2658436873747495e-11;0.23517035273564021
1.2618537074148295e-11;0.1601666461006992
1.2578637274549097e-11;0.08462844169440985
1.2538737474949899e-11;0.008789709417062062
1.2498837675350701e-11;-0.0671011441709715
1.2458937875751501e-11;-0.14278165643174587
1.2419038076152303e-11;-0.2179792115553014
1.2379138276553105e-11;-0.2924189769644589
1.2339238476953907e-11;-0.3658353030724099
1.229933867735471e-11;-0.4379849701115201
1.225943887775551e-11;-0.5086600034516936
1.2219539078156312e-11;-0.5776977154908944
1.2179639278557114e-11;-0.644986153182827
1.2139739478957916e-11;-0.7104640283856394
1.2099839679358716e-11;-0.7741152136576029
1.2059939879759518e-11;-0.8359587885592407
1.202004008016032e-11;-0.8960362927047565
1.1980140280561122e-11;-0.9543981984672121
1.1940240480961922e-11;-1.0110916054621406
1.1900340681362724e-11;-1.066150805106419
1.1860440881763526e-11;-1.1195918163632657
1.1820541082164328e-11;-1.1714114698105529
1.178064128256513e-11;-1.2215912311312995
1.174074148296593e-11;-1.2701055625156052
1.1700841683366733e-11;-1.316933906205441
1.1660941883767535e-11;-1.3620742159241228
1.1621042084168337e-11;-1.4055547620745368
1.1581142284569137e-11;-1.4474404861713288
1.1541242484969939e-11;-1.4878310534139285
1.1501342685370741e-11;-1.5268498036820977
1.1461442885771543e-11;-1.564625288522496
1.1421543086172343e-11;-1.601269257485564
1.1381643286573145e-11;-1.6368564502732479
1.1341743486973947e-11;-1.6714121564732491
1.1301843687374749e-11;-1.7049127240942474
1.1261943887775551e-11;-1.7373013017286194
1.1222044088176351e-11;-1.768516041856765
1.1182144288577153e-11;-1.7985224249704412
1.1142244488977955e-11;-1.8273382987411104
1.1102344689378757e-11;-1.8550419653633459
1.1062444889779558e-11;-1.8817597326181246
1.102254509018036e-11;-1.907636758919619
1.0982645290581162e-11;-1.9328005364819187
